"candidate_id","axis","category","statement_id","statement_text","value","source","confidence","justification"
"גאלב סלאמנה","דעות","שבעה באוקטובר, אחריות, חטופים וזיכרון לאומי","D-045","ראיית החטופים והמשפחות כסמל מוסרי מרכזי של אחריות המדינה לאזרחיה","unknown","לא נמצא מקור מספק בקובץ ההיגדים/פרופיל/מקורות הרשת שנבדקו; נשאר unknown לפי כלל לא לנחש","0","לא נמצא בסיס ישיר מספיק לעמדה ממוקדת על החטופים או שיקום העוטף."
"גאלב סלאמנה","דעות","שבעה באוקטובר, אחריות, חטופים וזיכרון לאומי","D-046","התנגדות לשימוש פוליטי ציני בכאב של משפחות, נפגעים או קהילות שנפגעו במלחמה","supports","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","66","במקורות מחאה מופיעים ועדת חקירה ממלכתית, שלטון חוק ומאבק דמוקרטי; יש בסיס חלקי לחשבון נפש ואחריות."
"גאלב סלאמנה","דעות","שבעה באוקטובר, אחריות, חטופים וזיכרון לאומי","D-047","תמיכה בשיקום העוטף והקהילות שנפגעו כחלק מהחוזה הבסיסי בין המדינה לאזרחיה","unknown","לא נמצא מקור מספק בקובץ ההיגדים/פרופיל/מקורות הרשת שנבדקו; נשאר unknown לפי כלל לא לנחש","0","לא נמצא בסיס ישיר מספיק לעמדה ממוקדת על החטופים או שיקום העוטף."
"גאלב סלאמנה","דעות","שבעה באוקטובר, אחריות, חטופים וזיכרון לאומי","D-048","ראיית הטראומה של שבעה באוקטובר כבסיס לבניית מדיניות חדשה, לא רק כהצדקה להמשך מלחמה","supports","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","66","במקורות מחאה מופיעים ועדת חקירה ממלכתית, שלטון חוק ומאבק דמוקרטי; יש בסיס חלקי לחשבון נפש ואחריות."
"גאלב סלאמנה","דעות","חברה, כלכלה, רווחה ופריפריה","D-049","הצבת צמצום אי־שוויון חברתי־כלכלי כנושא מרכזי בזהות הפוליטית","mixed","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","52","הקו של שוויון ושותפות תומך חלקית בצדק חברתי, אך לא נמצא מצע חברתי־כלכלי מפורט."
"גאלב סלאמנה","דעות","חברה, כלכלה, רווחה ופריפריה","D-050","תמיכה בהרחבת אחריות המדינה בתחומי דיור, חינוך, בריאות ורווחה","mixed","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","52","הקו של שוויון ושותפות תומך חלקית בצדק חברתי, אך לא נמצא מצע חברתי־כלכלי מפורט."
"גאלב סלאמנה","דעות","חברה, כלכלה, רווחה ופריפריה","D-051","תמיכה בזכויות עובדים, עבודה מאורגנת והגנה על שכבות מוחלשות","unknown","לא נמצא מקור מספק בקובץ ההיגדים/פרופיל/מקורות הרשת שנבדקו; נשאר unknown לפי כלל לא לנחש","0","לא נמצא בסיס מספיק לזכויות עובדים או השקעות אזוריות ספציפיות."
"גאלב סלאמנה","דעות","חברה, כלכלה, רווחה ופריפריה","D-052","ראיית הפריפריה הגיאוגרפית והחברתית כשותפה אסטרטגית ולא כקהל יעד משני","mixed","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","52","הקו של שוויון ושותפות תומך חלקית בצדק חברתי, אך לא נמצא מצע חברתי־כלכלי מפורט."
"גאלב סלאמנה","דעות","חברה, כלכלה, רווחה ופריפריה","D-053","תמיכה בהשקעה ארוכת טווח בנגב, בגליל, בעוטף ובערים מוחלשות","unknown","לא נמצא מקור מספק בקובץ ההיגדים/פרופיל/מקורות הרשת שנבדקו; נשאר unknown לפי כלל לא לנחש","0","לא נמצא בסיס מספיק לזכויות עובדים או השקעות אזוריות ספציפיות."
"גאלב סלאמנה","דעות","חברה, כלכלה, רווחה ופריפריה","D-054","חיבור בין צדק חברתי לבין בניית מחנה פוליטי חדש ורחב יותר","mixed","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","52","הקו של שוויון ושותפות תומך חלקית בצדק חברתי, אך לא נמצא מצע חברתי־כלכלי מפורט."
"גאלב סלאמנה","דעות","סגנון פשרה, גבולות ויכולת הסכמה","D-055","נכונות לפשרות פוליטיות רחבות כדי לשקם את המדינה גם במחיר ויתור אידיאולוגי חלקי","mixed","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","58","יש בסיס לשלטון חוק, שותפות ודמוקרטיה, אך לא נמצאה שיטה מוסדית מפורטת לשיקום המדינה או פשרות רחבות."
"גאלב סלאמנה","דעות","סגנון פשרה, גבולות ויכולת הסכמה","D-056","הצבת קווים אדומים ברורים שמעליהם אין מקום לפשרה עם יריבים פוליטיים","mixed","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","56","יש מאבק דמוקרטי נחרץ, אך השפה המרכזית היא שותפות ושוויון ולא הכרעה פוליטית על פני פיוס."
"גאלב סלאמנה","דעות","סגנון פשרה, גבולות ויכולת הסכמה","D-057","העדפה להסכמות רחבות ולאיטיות על פני מהלכים חדים ומהירים","mixed","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","58","יש בסיס לשלטון חוק, שותפות ודמוקרטיה, אך לא נמצאה שיטה מוסדית מפורטת לשיקום המדינה או פשרות רחבות."
"גאלב סלאמנה","דעות","סגנון פשרה, גבולות ויכולת הסכמה","D-058","העדפה למאבק חד וברור כאשר פשרה נתפסת ככניעה לכוחות אנטי־דמוקרטיים","mixed","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","56","יש מאבק דמוקרטי נחרץ, אך השפה המרכזית היא שותפות ושוויון ולא הכרעה פוליטית על פני פיוס."
"גאלב סלאמנה","דעות","סגנון פשרה, גבולות ויכולת הסכמה","D-059","יכולת להבחין בין פשרה עניינית לבין טשטוש ערכי מסוכן","mixed","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","58","יש בסיס לשלטון חוק, שותפות ודמוקרטיה, אך לא נמצאה שיטה מוסדית מפורטת לשיקום המדינה או פשרות רחבות."
"גאלב סלאמנה","דעות","סגנון פשרה, גבולות ויכולת הסכמה","D-060","נכונות לבנות קואליציות עתידיות עם גורמים שאינם שייכים למחנה הטבעי, אם הם מקבלים כללי משחק דמוקרטיים","mixed","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","58","יש בסיס לשלטון חוק, שותפות ודמוקרטיה, אך לא נמצאה שיטה מוסדית מפורטת לשיקום המדינה או פשרות רחבות."
"גאלב סלאמנה","יכולות","מומחיות מדינית, ביטחונית וממשלית","cap_001","ניסיון ישיר במערכות מדינה בכירות או במוקדי קבלת החלטות","partial","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","55","כפעיל משפטי וציבורי יש הבנה של זכויות ושלטון חוק, אך לא ניסיון ממשלתי/ביטחוני בכיר."
"גאלב סלאמנה","יכולות","מומחיות מדינית, ביטחונית וממשלית","cap_002","הבנה מוכחת של סוגיות מדיניות, ביטחוניות ואזוריות מורכבות","partial","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","55","כפעיל משפטי וציבורי יש הבנה של זכויות ושלטון חוק, אך לא ניסיון ממשלתי/ביטחוני בכיר."
"גאלב סלאמנה","יכולות","מומחיות מדינית, ביטחונית וממשלית","cap_003","ניסיון במשא ומתן, דיאלוג אסטרטגי או קשרים בינלאומיים","unknown","לא נמצא מקור מספק בקובץ ההיגדים/פרופיל/מקורות הרשת שנבדקו; נשאר unknown לפי כלל לא לנחש","0","לא נמצא בסיס מספק לניסיון מדיני, בינלאומי, צבאי או ביטחוני."
"גאלב סלאמנה","יכולות","מומחיות מדינית, ביטחונית וממשלית","cap_004","ניסיון צבאי, מודיעיני או ביטחוני בעל רלוונטיות לעבודה ציבורית","unknown","לא נמצא מקור מספק בקובץ ההיגדים/פרופיל/מקורות הרשת שנבדקו; נשאר unknown לפי כלל לא לנחש","0","לא נמצא בסיס מספק לניסיון מדיני, בינלאומי, צבאי או ביטחוני."
"גאלב סלאמנה","יכולות","מומחיות מדינית, ביטחונית וממשלית","cap_005","יכולת לגבש תפיסה מדינית־ביטחונית סדורה ולא רק עמדה ערכית כללית","partial","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","55","כפעיל משפטי וציבורי יש הבנה של זכויות ושלטון חוק, אך לא ניסיון ממשלתי/ביטחוני בכיר."
"גאלב סלאמנה","יכולות","מומחיות מדינית, ביטחונית וממשלית","cap_006","יכולת לחבר בין יעדים ביטחוניים לבין יעדים מדיניים ארוכי טווח","partial","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","55","כפעיל משפטי וציבורי יש הבנה של זכויות ושלטון חוק, אך לא ניסיון ממשלתי/ביטחוני בכיר."
"גאלב סלאמנה","יכולות","ארגון, ניהול וביצוע","cap_007","ניסיון בהקמה וניהול של ארגונים, חברות, תנועות או מטות פעולה","partial","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","64","פעילות במערך עוטף עצורים, תפקיד רכז מיעוטים והופעה במפגשי ציבור נותנים בסיס חלקי להובלת פעולה ציבורית."
"גאלב סלאמנה","יכולות","ארגון, ניהול וביצוע","cap_008","יכולת להוביל צוותים, תקציבים, קהילות או מערכות מורכבות","partial","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","64","פעילות במערך עוטף עצורים, תפקיד רכז מיעוטים והופעה במפגשי ציבור נותנים בסיס חלקי להובלת פעולה ציבורית."
"גאלב סלאמנה","יכולות","ארגון, ניהול וביצוע","cap_009","הובלת מאבקים ציבוריים שהניבו תוצאות ממשיות","partial","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","64","פעילות במערך עוטף עצורים, תפקיד רכז מיעוטים והופעה במפגשי ציבור נותנים בסיס חלקי להובלת פעולה ציבורית."
"גאלב סלאמנה","יכולות","ארגון, ניהול וביצוע","cap_010","יכולת להפוך רעיון כללי לתשתית פעולה מתמשכת","partial","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","64","פעילות במערך עוטף עצורים, תפקיד רכז מיעוטים והופעה במפגשי ציבור נותנים בסיס חלקי להובלת פעולה ציבורית."
"גאלב סלאמנה","יכולות","ארגון, ניהול וביצוע","cap_011","ניסיון בניהול משברים ציבוריים, פוליטיים או ארגוניים","partial","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","64","פעילות במערך עוטף עצורים, תפקיד רכז מיעוטים והופעה במפגשי ציבור נותנים בסיס חלקי להובלת פעולה ציבורית."
"גאלב סלאמנה","יכולות","ארגון, ניהול וביצוע","cap_012","מוכנות לקחת אחריות אישית גבוהה על מהלך ציבורי או ארגוני","partial","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","64","פעילות במערך עוטף עצורים, תפקיד רכז מיעוטים והופעה במפגשי ציבור נותנים בסיס חלקי להובלת פעולה ציבורית."
"גאלב סלאמנה","יכולות","חקיקה, פוליטיקה ומוסדות","cap_013","ניסיון בעבודה פרלמנטרית, ועדות כנסת, חקיקה או הצעות חוק","partial","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","58","כעו״ד ופעיל זכויות יש בסיס חלקי לתרגום ערכים משפטיים לפעולה מוסדית, אך לא לניסיון חקיקה בכנסת."
"גאלב סלאמנה","יכולות","חקיקה, פוליטיקה ומוסדות","cap_014","היכרות מעשית עם מנגנוני מפלגות, פריימריז, רשימות וקואליציות","partial","https://hagush.org.il/candidates.html ; https://democrats.org.il/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%A6%D7%A2%D7%99-2/ ; https://e.democrats.org.il/Democrats_OpenHouses/260787 ; https://e.democrats.org.il/Democrats_OpenHouses/259509 ; https://lawbuzz.co.il/lawyer/galb-slamnh-275363/ ; https://www.facebook.com/61586677934863/posts/122112012279222597/ ; https://www.facebook.com/zichrondemocracy/videos/1931766194360758/","56","תפקיד בדמוקרטים הצעירים ומועמדות בפריימריז נותנים היכרות פוליטית ראשונית, אך לא ניסיון מפלגתי בכיר."
